OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV147	1	0	0	0	0	0	1	2	6	8	0	0	5	10	3	0	6	13	6	5	1	0	61	59	41	21	55	26	55	0	0	25	19	8	0	196	36	25	29	0
zASV1470	4	0	1	7	1	7	15	25	12	5	1	0	5	7	9	15	8	11	13	6	1	0	0	4	1	3	2	3	0	1	0	0	0	0	0	8	0	0	0	0
zASV1471	282	234	25	114	53	83	284	413	123	56	168	146	47	56	66	83	60	151	30	25	2	2	9	4	3	5	4	6	1	0	2	4	2	1	0	2	5	1	0	0
zASV1472	7	34	7	32	15	8	39	72	21	16	14	10	99	72	92	90	58	169	85	53	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
zASV1474	12	0	1	4	0	1	9	10	3	1	16	16	0	3	1	2	2	6	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
zASV1475	41	4	5	11	3	1	25	43	10	7	78	42	7	20	11	6	2	12	22	22	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
zASV1476	20	0	3	25	1	0	6	7	46	23	31	24	38	70	3	5	13	13	45	35	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	15	1	0	0
zASV1477	111	31	49	106	20	22	251	299	285	181	22	6	141	169	7	23	67	156	273	256	10	5	23	45	10	23	63	38	18	3	21	7	3	1	3	45	24	3	1	6
zASV1478	19	0	3	10	6	3	6	12	18	6	3	0	24	29	12	5	8	12	12	6	6	0	1	2	1	6	6	2	2	0	3	1	0	2	0	15	4	1	5	1
zASV1479	17	0	5	37	9	7	51	61	64	28	9	8	29	20	4	9	17	37	55	50	3	0	0	0	1	0	2	3	2	0	1	0	1	0	0	4	0	0	0	0
zASV148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	63	59	27	70	68	6	56	67	40	16	21	86	122	64	3	395	130	93	139	27
zASV1480	40	179	31	186	36	36	328	349	242	99	27	11	43	62	38	32	47	155	180	97	1	2	3	9	5	31	14	4	5	2	1	2	1	3	0	6	4	1	0	0
zASV1481	169	38	79	184	41	35	172	291	186	72	71	52	304	386	95	83	68	175	158	126	76	36	44	38	48	21	126	81	74	30	32	54	71	39	13	386	80	58	102	32
zASV1482	4	8	2	16	0	0	1	3	26	12	6	10	11	10	5	15	0	4	22	15	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	2	2	2	0	0
zASV1483	234	200	31	121	58	54	457	593	235	116	94	49	125	129	122	101	178	405	287	192	34	8	1	4	2	7	8	11	5	5	4	1	1	2	1	23	8	17	2	3
zASV1484	130	0	6	9	10	8	26	30	21	13	27	16	38	28	5	21	14	36	10	6	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
zASV1485	3	0	3	43	0	0	3	8	55	32	24	15	28	22	43	31	7	10	64	40	0	0	1	1	2	0	2	1	0	0	0	0	0	1	0	6	18	14	1	0
zASV1486	89	40	46	147	0	2	14	28	247	154	256	149	285	298	13	11	67	134	240	171	6	1	0	0	2	2	16	4	0	1	2	0	0	0	0	24	52	0	0	0
zASV1487	0	0	2	9	1	1	13	7	17	8	0	0	22	40	5	9	22	65	19	25	2	1	0	3	6	1	2	2	5	0	0	0	0	0	0	5	0	0	2	0
zASV1488	26	0	8	19	8	5	18	22	24	12	9	4	39	44	18	9	14	23	16	15	15	10	10	18	23	11	44	36	35	4	43	26	22	19	5	183	32	33	38	17
zASV1489	3	0	2	32	2	0	18	16	98	65	12	9	16	8	13	3	7	8	11	17	11	0	2	1	8	1	8	9	3	0	0	0	0	0	4	22	21	15	6	0
zASV149	0	0	0	1	4	1	0	1	1	1	0	0	1	2	0	1	0	0	0	0	7	1	0	6	0	1	0	0	0	1	0	0	13	0	1	2030	0	0	1	10
zASV1491	10	0	3	29	15	8	35	52	12	8	5	0	15	18	14	13	12	42	13	12	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1492	0	0	1	9	2	1	11	8	17	9	0	0	26	25	12	10	16	63	19	16	0	0	1	2	2	2	5	4	2	0	0	0	0	0	0	2	0	0	0	0
zASV1493	0	1	23	42	3	2	3	23	66	55	1	0	33	40	13	1	18	37	38	41	0	0	0	0	0	1	9	3	1	0	0	0	0	0	0	3	7	2	0	0
zASV1494	30	0	2	8	5	2	24	52	18	7	62	37	7	2	9	5	9	15	8	11	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	1	2	0
zASV1495	53	26	7	28	7	15	27	38	52	19	14	3	62	92	39	37	31	80	21	20	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
zASV1496	0	0	4	30	0	0	1	2	36	19	23	11	16	15	18	18	5	5	30	17	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	10	6	10	0	0
zASV1497	61	43	2	2	7	1	64	78	15	8	25	19	5	3	7	8	13	25	5	4	3	0	0	0	0	1	4	4	1	0	4	0	0	0	0	2	0	1	0	1
zASV1498	12	39	0	28	1	7	20	27	13	7	10	2	16	18	22	18	15	16	20	22	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
zASV1499	11	0	2	35	11	15	110	118	34	16	4	0	15	19	52	54	23	78	29	28	4	5	1	4	0	5	1	3	1	1	0	2	4	0	0	2	1	1	3	2
zASV15	15	0	39	147	50	37	109	162	123	65	14	15	133	211	101	81	92	283	50	49	1234	1025	603	1006	966	445	1279	1359	863	341	857	753	1154	416	213	7177	1352	698	992	334
zASV150	47	0	2	21	13	11	28	53	18	7	150	108	13	25	107	100	20	46	14	19	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0
zASV1500	4	13	5	60	1	6	120	124	42	23	11	3	30	47	52	30	38	117	55	43	1	2	9	16	5	15	17	17	12	3	4	0	0	0	3	51	6	0	4	1
zASV1501	23	194	21	129	17	34	106	100	78	52	18	17	94	134	109	115	96	163	72	62	0	0	0	3	2	12	0	0	0	1	0	0	1	0	0	1	2	1	0	0
zASV1502	38	95	9	62	30	30	71	110	64	26	11	4	79	85	20	17	62	108	32	20	0	1	0	4	0	1	0	6	2	0	1	0	0	0	1	2	1	1	2	0
zASV1504	8	0	5	44	11	15	99	71	59	28	2	5	18	14	10	9	13	46	49	31	0	0	2	2	0	4	1	0	2	0	0	0	2	0	0	2	2	1	1	0
zASV1505	20	0	9	14	2	1	28	51	27	14	6	0	22	42	6	0	10	22	22	41	3	2	2	1	2	3	6	7	3	0	2	1	0	4	0	6	3	3	0	0
zASV1506	59	0	16	32	17	8	86	150	53	25	37	23	55	74	74	56	89	152	86	57	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	3
zASV1507	4	0	10	86	3	6	20	27	83	39	16	8	48	55	20	13	27	52	81	67	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	2	9	0	0
zASV1508	0	0	1	0	2	0	1	2	1	3	0	0	2	7	2	0	3	2	0	2	5	7	10	13	17	3	18	14	17	4	11	1	7	7	4	70	21	20	54	12
zASV1509	27	16	5	46	20	19	62	77	51	29	24	17	40	64	40	59	36	92	71	70	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0
zASV151	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	36	37	10	75	34	15	62	66	39	5	24	21	30	11	4	278	29	11	58	27
zASV1510	32	15	19	27	10	4	27	48	15	20	4	2	38	40	12	9	8	13	14	19	15	13	12	14	10	5	44	37	22	13	13	34	15	13	9	172	32	21	34	12
zASV1511	61	0	14	85	12	12	122	174	108	36	25	8	108	119	23	19	42	66	150	89	0	0	0	2	2	2	5	0	1	0	0	0	0	1	0	5	0	1	0	0
zASV1512	0	0	1	0	1	8	10	21	1	1	671	341	4	0	2	3	10	15	13	6	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
zASV1513	14	0	0	0	0	1	1	4	0	0	337	155	1	1	1	1	2	8	1	1	4	2	2	7	4	8	18	16	4	0	12	2	5	0	0	13	5	5	4	3
zASV1514	5	0	0	0	1	0	0	1	0	0	307	159	0	0	3	1	1	3	0	0	2	0	1	3	1	2	6	7	1	0	8	0	3	0	3	9	10	4	2	0
zASV1515	91	0	4	11	7	10	78	138	15	14	169	159	18	18	11	10	26	55	9	9	0	0	4	7	1	0	10	10	0	0	1	2	1	1	0	3	5	3	1	0
zASV1517	8	0	3	38	3	5	12	21	79	42	14	12	9	8	6	6	0	10	15	6	5	0	2	3	6	2	12	9	3	0	0	0	3	1	3	25	15	15	4	1
zASV1518	10	0	4	6	0	0	5	10	6	3	4	0	4	8	1	0	2	0	7	5	2	3	2	5	2	4	12	12	7	1	2	4	2	2	2	35	2	1	2	6
zASV1519	49	164	31	191	21	25	23	36	168	115	4	6	224	297	32	14	106	205	305	225	674	376	136	324	250	137	190	235	373	89	494	364	196	125	65	1517	241	216	426	89
zASV152	221	0	69	217	37	32	548	850	290	130	135	56	381	513	92	87	121	293	320	245	9	4	7	21	16	10	40	31	15	1	8	16	6	2	2	102	17	17	10	2
zASV1521	32	94	16	123	24	42	192	278	181	79	8	3	75	111	64	40	112	275	67	53	27	27	11	26	26	27	31	10	24	5	30	12	15	3	2	159	35	12	18	10
zASV1522	1	0	3	36	1	2	6	6	34	9	5	1	20	25	6	2	2	15	58	70	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
zASV1523	66	0	2	7	5	0	4	6	12	4	6	8	14	13	4	7	5	15	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
zASV1524	1	0	5	16	0	0	0	0	7	1	1	4	23	43	0	1	1	5	41	39	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
zASV1525	73	36	38	100	33	21	85	167	97	60	17	17	233	210	74	56	44	79	108	97	64	43	67	86	65	17	144	96	93	29	71	70	54	44	27	496	77	58	86	22
zASV1526	90	20	65	173	22	28	184	265	210	115	51	11	334	392	59	53	82	149	288	264	5	0	5	5	1	4	14	13	9	2	0	4	5	1	1	41	20	13	3	0
zASV1527	302	84	94	274	69	66	269	390	273	114	75	36	522	749	176	159	188	310	354	311	92	64	75	113	74	50	228	191	131	53	73	79	127	77	35	655	164	125	150	52
zASV1528	41	252	18	217	25	26	88	141	192	79	34	2	157	199	27	34	98	177	260	198	2	3	35	40	7	32	17	16	3	3	0	4	0	1	1	39	17	0	0	1
zASV1529	31	0	7	23	1	2	47	80	67	22	11	1	42	59	14	7	15	29	63	67	0	4	0	6	0	5	10	10	9	2	6	1	4	1	0	31	5	3	2	0
zASV153	167	0	56	137	42	18	408	582	233	108	91	47	318	427	66	56	87	165	230	177	15	6	4	9	9	11	37	32	10	9	6	5	5	4	5	76	13	16	10	1
zASV1530	38	93	18	129	8	10	64	91	104	49	5	3	46	51	15	9	2	32	83	103	0	1	15	10	3	17	18	7	7	0	0	0	0	3	0	4	0	2	0	0
zASV1531	9	149	20	99	12	31	89	87	76	48	21	12	64	109	71	77	58	115	74	68	0	0	0	2	0	5	1	1	0	0	0	0	0	0	0	1	0	0	2	0
zASV1532	0	0	0	6	0	0	0	2	5	7	0	0	13	16	5	6	6	23	9	6	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
zASV1533	5	0	2	0	0	1	3	5	5	2	0	3	5	4	2	1	2	0	0	1	19	10	14	13	20	9	50	38	36	7	25	7	19	5	13	135	16	20	21	4
zASV1534	4	53	30	102	17	11	36	58	23	29	24	11	196	269	156	153	147	403	218	191	2	5	24	23	14	32	34	49	12	6	0	0	0	0	2	20	3	0	3	0
zASV1535	251	83	96	251	60	50	152	300	219	129	57	19	345	460	121	80	106	157	171	140	149	37	95	117	101	52	220	187	161	50	102	118	106	52	44	714	150	89	141	43
zASV1536	30	0	7	14	15	12	24	27	31	15	8	4	29	44	26	31	31	42	18	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
zASV1537	32	117	19	90	15	24	95	105	67	28	148	40	194	185	108	104	74	177	251	187	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	5	1	0	0	0
zASV1538	29	66	56	180	4	12	143	170	270	140	18	36	109	123	5	20	27	120	191	185	0	0	0	6	3	8	6	6	3	0	0	3	0	0	0	23	3	4	0	0
zASV1539	25	0	4	32	5	10	48	75	32	18	14	12	34	34	30	32	44	102	54	51	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0
zASV154	179	0	3	28	39	44	148	223	46	21	216	141	16	33	109	133	35	75	42	36	14	16	3	7	3	4	5	10	5	2	16	1	8	0	4	28	10	6	3	2
zASV1541	118	28	56	73	22	27	239	321	159	77	72	22	181	208	37	41	70	138	124	124	0	0	1	0	1	1	2	8	1	0	0	0	2	0	0	4	9	5	0	0
zASV1542	47	240	39	134	24	31	132	106	105	62	117	58	214	239	53	58	77	163	103	98	0	2	0	2	2	19	15	13	3	0	7	1	0	0	4	9	0	0	1	0
zASV1543	2	12	0	2	0	2	2	7	5	2	0	0	5	3	0	0	1	5	0	0	7	9	14	13	13	7	23	24	14	4	6	3	3	3	2	32	3	5	3	0
zASV1544	7	0	0	25	1	0	32	36	18	6	5	4	14	7	5	2	2	10	32	22	1	0	1	3	0	1	1	2	0	1	0	0	0	0	0	9	0	2	0	0
zASV1545	53	0	12	24	11	12	23	50	18	7	12	6	20	20	23	18	25	37	22	25	13	4	2	1	5	3	8	11	9	2	17	8	4	4	2	38	13	3	5	4
zASV1546	34	0	18	66	0	1	16	10	113	68	90	73	141	150	12	6	28	38	112	68	1	0	2	0	3	0	3	1	4	1	0	0	0	0	0	13	15	0	1	0
zASV1547	1	0	3	18	0	0	0	0	1	3	4	6	48	56	2	2	5	5	40	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zASV1548	7	0	3	14	5	0	10	22	14	13	2	1	13	26	5	1	12	11	9	11	8	4	8	10	9	2	19	8	19	6	10	4	11	6	6	68	11	9	14	2
zASV1549	17	38	14	35	4	10	50	43	34	19	17	7	13	10	14	11	17	33	40	16	1	0	15	14	4	8	11	10	11	0	5	4	2	4	0	29	2	2	6	1
zASV155	2	0	1	11	2	1	7	5	5	2	0	1	11	23	3	1	12	28	2	4	141	161	49	229	103	35	173	245	112	48	54	58	90	33	26	720	88	67	162	43
zASV1552	170	48	15	37	4	12	29	40	29	22	762	338	38	73	157	125	51	83	38	33	11	9	27	50	18	11	111	110	39	12	49	7	28	17	4	132	30	30	29	2
zASV1553	2	4	19	89	5	1	12	11	39	24	0	0	187	187	18	11	77	221	90	56	12	11	12	57	22	23	35	29	28	6	18	1	14	12	15	105	17	9	27	6
zASV1554	7	55	9	53	3	9	22	35	40	21	6	1	18	26	6	3	4	9	23	43	0	0	4	8	4	5	5	2	2	0	1	0	0	4	0	5	0	0	0	0
zASV1555	35	0	3	6	2	4	11	27	10	2	4	3	11	15	13	7	10	27	6	18	3	1	1	8	6	0	6	0	1	1	8	0	2	5	1	25	2	0	4	4
zASV1556	12	32	9	61	16	7	29	62	36	36	1	0	61	122	33	26	25	63	95	76	8	2	31	57	12	16	32	33	25	10	7	1	1	2	4	76	2	2	11	5
zASV1557	6	22	17	57	9	13	18	29	24	11	12	5	153	221	125	151	92	255	161	143	1	2	7	16	9	15	11	14	6	0	0	0	1	0	0	8	0	0	0	0
zASV1558	20	0	5	72	19	24	61	72	52	19	32	17	45	75	45	37	36	80	64	69	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	2	0
zASV1559	14	0	3	41	6	6	81	144	34	17	6	1	8	25	46	32	18	62	35	25	6	2	3	4	0	12	0	9	2	0	1	0	0	0	0	1	1	2	6	1
zASV156	55	0	23	23	14	15	100	173	70	33	31	13	92	92	32	24	35	63	78	78	1	4	0	3	1	1	8	6	5	2	1	2	1	0	2	26	1	2	3	0
zASV1560	0	2	0	3	16	0	6	7	9	1	1	1	1	13	6	10	4	3	50	27	42	85	2	18	4	4	4	1	19	3	36	16	9	3	123	1411	3	0	90	55
zASV1561	69	0	2	9	17	14	30	60	20	2	111	44	4	16	58	45	19	37	6	3	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
zASV1562	67	66	21	35	9	16	32	38	31	11	8	9	103	124	23	29	108	249	47	38	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
zASV1563	2	14	0	0	24	2	5	14	23	3	1	3	1	3	15	9	8	10	28	11	654	537	8	7	13	8	40	46	23	20	43	8	22	4	6	60	30	7	61	19
zASV1564	13	6	1	3	0	1	8	8	10	7	1	1	10	16	13	9	8	11	4	6	79	22	31	54	45	12	126	61	53	12	45	18	50	50	21	200	105	93	128	45
zASV1565	70	25	37	77	27	17	76	137	73	38	27	13	146	235	55	32	62	125	98	90	209	58	41	68	36	14	114	98	98	27	185	130	179	118	27	614	214	163	206	74
zASV1566	5	0	3	11	1	5	20	37	12	15	5	0	18	19	9	5	13	17	9	8	50	40	19	22	19	5	33	47	18	3	17	21	25	18	4	118	62	34	67	21
zASV1567	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	111	63	23	25	42	2	52	32	38	14	141	54	82	54	16	321	66	63	82	15
zASV1568	0	0	0	0	0	1	10	27	0	2	0	0	0	4	1	1	1	1	6	5	80	75	0	0	0	0	2	3	1	11	2	0	0	0	1	0	0	0	42	9
zASV1569	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	56	29	21	19	14	7	20	20	12	10	65	32	14	9	6	177	21	23	34	14
zASV157	86	0	25	51	6	18	97	189	61	27	53	34	110	169	32	27	60	124	72	82	0	1	0	0	0	2	5	0	1	0	2	0	1	0	0	10	3	2	0	0
zASV1570	131	0	37	140	39	28	148	239	169	78	25	28	251	318	88	80	93	146	132	123	93	38	81	113	58	25	177	121	125	35	77	68	123	43	25	586	117	76	120	30
zASV1571	110	54	62	104	31	34	129	219	147	67	39	21	240	286	76	70	89	140	142	121	90	35	78	101	45	27	148	114	107	47	46	57	106	42	21	540	86	76	66	39
zASV1572	24	0	4	16	3	3	14	22	12	4	3	5	17	24	20	19	9	14	8	10	24	13	15	20	31	13	21	38	17	7	34	11	22	10	13	137	22	15	28	2
zASV1573	6	0	0	2	0	0	3	5	8	0	0	0	6	2	7	7	5	4	6	4	37	4	13	26	27	6	48	36	10	8	23	10	23	17	7	112	38	34	65	8
zASV1574	3	0	1	1	1	0	3	7	4	0	1	1	5	2	3	2	0	6	4	7	45	18	41	55	35	28	93	35	54	9	13	13	32	12	17	175	33	29	15	6
zASV1575	31	0	7	39	9	6	33	42	46	24	8	3	63	112	25	20	24	41	44	37	42	35	32	30	29	10	70	71	51	12	67	48	50	24	16	265	97	32	75	27
zASV1577	1	0	0	6	3	1	2	3	2	3	3	0	7	9	0	0	4	14	1	4	38	23	13	21	16	14	19	13	20	1	19	13	21	7	3	117	21	15	25	10
zASV1578	12	0	2	1	1	0	6	1	7	0	1	0	5	11	2	0	4	6	1	1	24	5	22	47	22	13	30	20	30	7	26	7	2	1	2	130	8	1	10	6
zASV1579	3	8	1	11	4	1	6	10	11	10	0	2	25	28	2	0	7	24	2	7	75	40	27	51	13	14	45	32	42	9	45	48	41	24	4	156	35	30	30	9
zASV158	201	2	6	45	51	53	166	264	40	17	218	187	27	43	153	166	36	84	28	41	5	11	2	8	8	11	8	3	8	3	9	4	6	2	1	28	6	2	0	0
zASV1580	7	48	3	6	0	2	30	61	35	16	0	0	1	0	0	0	0	9	0	0	11	13	78	120	76	129	89	57	59	6	3	0	2	6	0	132	6	16	10	0
zASV1581	186	29	59	153	30	36	123	230	161	72	34	4	332	348	67	62	88	225	208	165	236	168	72	131	130	25	330	245	219	58	333	250	284	119	47	1292	298	310	303	112
zASV1582	3	1	0	2	0	0	0	0	3	0	0	0	1	4	3	2	0	6	2	1	236	104	15	29	32	5	23	30	26	6	445	142	182	81	22	289	115	84	210	36
zASV1584	0	1	5	33	3	1	8	8	1	16	0	0	27	26	1	2	16	19	16	9	16	15	7	4	12	2	10	10	14	1	8	6	9	8	0	45	20	12	21	10
zASV1585	45	0	18	73	20	10	110	155	104	48	12	6	143	160	8	16	27	55	138	92	0	0	0	3	1	2	3	4	0	0	0	2	0	0	0	3	1	2	0	0
zASV1586	9	0	1	6	2	5	1	7	4	3	1	0	5	11	3	2	4	5	0	1	43	9	56	44	27	17	35	24	29	20	46	11	8	3	10	200	13	8	24	7
zASV1587	7	0	2	12	4	2	4	13	12	7	2	0	9	21	2	2	11	22	1	4	40	24	27	86	36	13	71	44	59	7	35	18	20	17	4	196	27	21	26	6
zASV1588	1	0	1	4	0	2	7	11	4	9	0	0	3	5	0	0	2	6	4	0	15	7	22	26	19	18	28	42	25	1	5	5	8	0	1	56	4	3	15	8
zASV1589	10	24	4	10	9	5	1	14	27	23	0	0	4	4	0	0	1	0	0	2	38	50	79	141	93	54	116	82	58	35	29	6	40	11	12	171	19	32	58	8
zASV159	46	118	16	85	18	20	3	8	26	10	11	17	325	128	4	4	0	1	28	6	24	8	24	124	47	17	0	0	29	53	224	122	226	92	66	2642	0	0	43	18
zASV1590	4	0	2	9	1	2	7	13	12	2	0	1	4	1	0	0	1	6	3	4	15	12	45	41	33	36	60	68	39	10	13	3	12	6	1	72	7	3	15	7
zASV1591	43	7	15	54	21	15	34	71	42	28	8	4	70	65	31	17	14	21	51	32	62	19	37	50	37	12	96	50	47	35	20	37	41	15	3	275	75	45	38	23
zASV1592	15	0	1	2	2	3	23	51	22	4	0	0	0	0	0	0	0	1	0	0	5	3	52	72	33	66	52	35	37	6	2	1	5	2	1	69	0	15	6	0
zASV1593	1	0	0	3	0	0	0	3	1	1	0	0	1	0	3	2	0	0	1	0	20	12	13	21	8	12	23	16	10	8	9	3	0	1	3	64	10	4	13	2
zASV1594	119	30	16	33	25	15	78	117	42	21	20	7	40	55	31	28	38	86	23	26	43	25	13	26	15	14	36	29	27	6	61	28	13	12	9	142	40	27	18	14
zASV1595	13	0	10	20	5	2	21	32	33	12	5	1	50	50	13	7	16	22	34	26	23	18	10	16	14	9	33	32	30	12	39	30	23	23	4	141	47	14	24	10
zASV1597	3	34	5	16	6	2	32	35	21	6	1	1	5	25	14	16	19	34	16	13	3	1	6	15	8	12	11	10	6	2	1	0	0	0	0	24	0	1	4	1
zASV1598	121	19	29	64	25	13	96	123	76	42	8	17	135	175	42	33	37	97	85	77	60	32	65	75	52	32	172	133	97	25	70	46	59	28	18	487	81	58	106	20
zASV1599	0	0	0	2	1	0	0	2	0	0	3	3	0	3	0	0	4	3	0	1	8	10	9	18	21	11	30	43	15	9	11	5	7	4	5	86	10	6	9	3
zASV16	44	0	4	106	15	3	78	108	12	384	45	29	16	143	61	44	1	3	194	193	461	515	30	150	343	58	15	10	38	6116	1057	297	26	11	2606	2305	4	1	637	5454
zASV160	66	0	7	46	14	9	101	189	42	31	47	25	105	122	38	21	40	107	74	72	0	1	0	2	0	0	1	2	0	0	0	0	0	0	0	7	6	5	0	0
zASV1600	38	13	10	48	16	9	22	51	41	20	8	0	64	81	31	16	20	37	41	42	15	19	6	19	12	5	35	35	33	8	24	9	40	12	7	180	33	14	29	13
zASV1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	41	27	10	20	14	4	41	26	11	4	44	10	14	4	1	113	23	17	25	13
zASV1602	1	0	1	7	2	3	5	5	11	5	2	0	5	8	1	1	2	15	8	1	18	13	9	42	31	12	40	26	31	13	17	12	18	4	5	108	15	4	18	10
zASV1603	0	0	0	5	1	3	9	18	3	1	1	0	0	0	0	0	0	0	4	3	7	6	2	21	24	13	28	20	11	4	10	3	52	25	5	133	42	37	54	16
zASV1604	11	3	5	14	2	1	10	1	5	4	2	0	10	25	3	5	1	10	6	12	49	12	16	21	20	0	39	35	29	8	32	19	43	21	9	204	40	34	31	15
zASV1605	2	0	15	39	13	7	19	17	17	8	15	1	55	79	37	45	35	98	57	51	42	31	5	16	13	13	15	16	5	3	17	31	51	14	3	39	39	13	27	3
zASV1606	0	0	0	11	3	1	4	7	8	4	0	1	9	25	2	2	5	15	7	0	41	28	14	38	27	5	25	28	27	5	17	25	19	7	3	73	18	27	29	7
zASV1607	39	184	6	72	10	16	110	179	117	28	7	10	60	92	18	14	34	86	27	29	104	60	22	83	56	20	92	69	85	25	211	98	179	72	18	557	153	78	154	60
zASV1608	8	39	26	59	12	14	26	48	26	16	16	7	98	125	85	70	55	168	87	95	76	61	17	16	21	26	28	28	16	5	45	55	79	37	0	68	81	43	69	25
zASV1609	8	5	0	4	3	1	4	4	0	2	0	7	0	5	6	2	1	10	2	2	99	33	79	91	55	57	116	103	83	32	52	10	10	9	14	192	30	24	40	14
zASV161	128	0	8	55	19	18	77	142	77	44	34	15	108	161	46	43	42	78	65	67	92	53	44	75	58	49	169	173	112	26	71	49	81	23	24	661	111	54	92	37
zASV1610	2	2	21	86	32	28	147	205	42	39	0	0	41	59	35	25	43	72	12	17	111	89	47	65	61	12	118	89	87	27	52	64	59	41	21	313	70	51	151	44
zASV1611	3	0	0	3	0	0	1	0	3	0	0	0	6	1	3	1	1	2	0	1	18	1	10	6	14	12	22	12	4	0	4	7	20	5	5	62	18	10	29	6
zASV1612	3	0	2	39	1	7	6	9	8	15	0	0	23	24	0	0	12	26	20	13	16	7	3	5	18	10	20	12	15	5	18	8	22	7	1	56	22	17	25	8
zASV1613	2	0	0	11	5	8	6	16	13	7	3	10	13	48	10	3	5	23	19	10	14	10	17	21	10	9	21	18	30	10	22	11	19	17	4	153	24	16	28	11
zASV1614	2	0	0	1	0	0	5	9	3	1	0	2	0	2	0	3	1	6	0	1	36	15	37	40	17	16	51	37	19	12	21	2	7	7	3	100	19	9	15	4
zASV1615	2	4	0	8	0	1	1	6	3	3	2	8	4	2	13	17	0	1	7	5	195	65	12	23	27	3	30	28	23	5	185	45	51	38	5	207	73	59	101	34
zASV1616	5	0	0	1	0	0	0	1	0	0	0	1	0	2	0	1	0	3	0	0	2	6	3	10	7	5	4	12	7	5	5	2	7	4	5	52	6	6	7	2
zASV1617	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	66	34	9	21	25	2	22	27	36	3	78	31	42	11	3	222	36	24	37	18
zASV1618	26	0	11	60	0	0	1	1	37	40	158	104	25	18	0	3	1	10	29	16	0	0	0	0	2	2	9	9	5	3	0	1	0	0	0	0	2	3	0	0
zASV1619	5	5	0	4	2	1	4	1	8	0	1	5	0	1	2	2	0	0	0	0	158	67	42	39	52	36	43	63	25	12	80	29	22	7	8	191	39	14	42	11
zASV162	18	0	0	25	3	4	0	4	11	1	3	6	82	42	1	5	0	0	17	1	4	3	5	58	27	11	0	0	13	23	76	33	64	21	43	1369	0	0	28	9
zASV1620	69	41	0	10	4	7	23	42	16	10	2	0	1	2	2	5	5	9	0	2	39	23	36	75	73	113	81	73	69	13	14	12	24	5	3	103	26	14	19	4
