OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV861	1	0	0	0	0	0	3	5	2	1	0	0	0	2	2	0	3	3	0	1	22	17	4	28	14	12	29	29	40	10	27	9	11	5	4	103	19	15	18	2
zASV862	12	49	3	18	1	4	22	38	20	9	0	0	1	8	3	4	3	14	3	3	30	16	69	119	56	51	83	116	62	19	26	6	17	8	1	102	14	16	24	10
zASV863	4	0	0	3	2	4	6	7	1	8	2	3	7	12	5	5	7	6	3	6	12	6	12	24	17	3	23	18	17	4	8	3	7	2	1	79	8	6	11	3
zASV864	294	111	75	209	51	61	253	377	284	170	70	63	470	660	145	149	140	222	258	257	58	97	55	142	63	51	247	198	152	45	94	63	127	45	23	697	119	100	118	40
zASV865	264	70	147	305	91	65	279	462	342	183	90	34	665	831	226	185	200	372	428	375	74	132	93	155	147	65	287	245	182	61	266	135	239	150	40	960	234	219	271	70
zASV866	13	13	5	16	9	9	18	25	17	10	3	4	18	12	16	8	3	9	12	10	27	16	29	26	22	21	32	37	18	9	11	6	14	9	8	134	17	10	11	6
zASV867	48	58	1	4	1	1	9	17	2	3	1	1	2	1	0	1	0	0	1	0	12	12	14	34	14	31	26	30	9	2	8	0	6	1	1	48	2	4	2	0
zASV868	0	5	5	183	1	0	0	0	0	0	1	3	16	8	2	0	0	0	0	0	9	9	10	45	2	2	0	0	0	0	63	36	16	0	7	235	4	0	0	0
zASV869	4	30	5	24	1	4	5	5	12	8	2	0	34	46	2	4	14	33	10	8	82	55	32	64	32	25	64	40	64	22	55	61	61	38	7	277	56	53	88	14
zASV87	7	0	1	11	1	1	2	1	1	2	27	17	2	4	4	5	0	2	12	6	1719	2406	2	9	2	3	1	0	2	43	184	49	4	0	73	188	3	0	34	17
zASV870	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	17	9	24	25	19	26	27	19	3	1	10	10	3	1	72	20	22	21	0
zASV871	15	0	3	5	4	7	15	19	15	11	4	1	9	11	6	15	4	21	8	10	18	19	28	27	16	9	36	41	20	9	22	7	9	6	6	107	16	5	14	6
zASV872	8	0	5	38	8	21	41	68	35	28	27	12	50	42	51	56	60	125	32	29	12	25	3	11	7	5	11	18	6	3	15	19	20	11	1	82	15	25	30	5
zASV873	85	0	5	8	10	4	16	9	9	9	15	5	7	8	7	10	6	15	3	1	62	25	21	65	46	20	172	127	38	4	58	13	37	12	10	125	66	44	54	8
zASV874	7	14	10	21	5	7	86	89	42	28	0	0	41	53	17	19	31	50	23	14	131	79	57	50	41	16	125	100	70	15	65	76	79	50	8	211	128	146	139	47
zASV875	91	248	31	101	13	43	225	251	131	76	114	43	61	65	89	79	105	210	132	90	13	5	56	30	21	31	41	62	22	7	5	5	8	5	7	121	7	10	22	2
zASV876	4	18	0	1	0	0	4	2	1	2	0	0	1	0	0	0	0	2	0	2	16	18	7	29	19	9	24	36	20	7	22	6	6	9	3	76	14	17	8	4
zASV877	12	1	4	8	6	1	10	22	16	15	4	4	5	17	4	0	2	7	18	10	3	6	9	19	6	6	35	19	12	3	7	3	10	5	2	62	10	3	12	4
zASV878	10	4	0	2	0	0	1	6	4	1	1	3	2	1	5	3	0	3	1	3	21	27	8	39	18	21	24	35	28	13	24	6	12	9	3	100	17	14	5	7
zASV879	0	0	0	11	0	0	0	0	1	0	0	1	4	11	2	1	0	0	0	0	0	0	0	6	1	11	0	0	3	0	0	0	10	22	1	63	0	0	3	3
zASV88	14	0	0	6	4	3	5	15	8	6	0	0	0	5	2	2	6	11	5	2	234	193	131	191	145	99	342	222	169	62	225	95	98	63	43	1042	169	98	184	46
zASV880	20	0	4	19	5	12	23	39	39	25	20	4	11	10	15	20	16	32	30	35	0	1	2	7	6	4	8	5	14	2	9	1	0	0	2	60	0	0	4	0
zASV881	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	15	14	10	6	7	12	146	99	8	1	27	8	4	4	0	20	41	40	15	3
zASV882	8	0	0	10	7	2	5	10	7	7	1	2	21	32	4	0	8	21	8	6	57	39	19	33	30	9	32	16	38	9	27	47	34	13	6	184	46	28	57	3
zASV883	12	13	13	17	8	11	77	104	22	24	3	0	29	46	12	11	32	69	31	10	121	82	49	74	52	20	122	76	57	18	68	62	81	41	17	256	106	104	150	58
zASV884	0	0	0	5	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	7	0	1	118	0	0	0	0
zASV885	1	0	1	0	0	3	2	4	1	0	3	4	3	3	0	1	1	0	0	0	14	6	6	15	20	10	28	33	31	13	7	3	17	7	5	134	10	8	18	7
zASV886	0	0	1	13	1	1	0	0	0	0	0	1	13	7	2	0	0	0	0	2	0	1	5	10	0	9	0	0	1	0	0	0	17	48	9	114	0	0	1	2
zASV887	0	0	0	6	1	1	0	0	3	2	0	2	0	3	3	1	0	0	0	14	6	9	0	0	0	0	0	0	35	8	8	6	11	1	5	384	2	0	1	1
zASV888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	4	10	9	3	78	62	8	4	10	2	1	0	0	22	24	16	14	1
zASV889	19	84	3	25	1	10	24	44	36	9	5	8	17	27	8	5	6	19	17	6	145	36	41	60	56	24	95	84	49	20	106	75	73	43	17	408	76	62	83	25
zASV89	453	322	183	182	56	87	299	473	227	169	96	31	430	584	126	96	157	272	140	142	371	184	238	300	177	71	653	519	408	103	206	253	249	153	67	1387	334	433	290	78
zASV890	7	21	10	17	5	4	135	175	68	53	0	1	17	26	11	5	14	24	7	12	135	85	133	122	65	58	246	172	114	34	60	54	52	53	11	281	97	93	134	41
zASV891	2	8	2	8	2	1	3	2	9	7	1	3	10	12	3	0	6	20	2	3	34	25	20	30	13	13	21	24	24	5	23	37	18	12	3	140	33	24	33	6
zASV892	0	0	1	2	0	0	1	5	6	0	0	0	0	0	2	0	0	2	0	0	17	11	24	37	13	18	35	25	20	6	12	8	14	8	10	100	24	5	14	9
zASV893	60	59	4	24	18	24	61	66	18	5	260	87	19	30	130	105	49	75	25	21	2	0	2	0	0	0	0	1	0	0	2	1	0	0	0	5	2	0	0	1
zASV894	55	0	1	12	12	5	34	82	13	7	22	23	8	7	16	18	9	32	6	7	0	0	0	1	1	5	1	0	0	1	1	1	0	0	0	4	1	2	0	0
zASV895	164	197	3	24	28	27	84	149	24	18	271	167	26	24	115	115	41	91	12	6	3	0	3	4	1	4	1	1	0	0	1	3	0	0	0	11	1	0	1	1
zASV896	74	0	3	15	14	5	30	64	32	8	8	3	19	24	13	17	15	34	19	12	8	5	5	12	9	6	14	13	5	4	12	2	3	0	1	30	3	0	3	2
zASV897	98	56	4	12	15	4	96	128	27	12	56	31	9	8	14	27	19	50	15	29	4	2	5	1	3	4	8	8	1	2	4	2	0	0	0	4	0	1	3	1
zASV898	82	22	36	94	23	17	180	264	106	53	98	40	341	466	83	66	93	160	419	291	1	0	0	0	0	2	6	0	0	3	0	0	0	0	0	3	10	1	0	1
zASV899	32	0	1	1	1	1	11	16	5	3	1	0	0	0	4	1	1	5	0	1	11	4	14	24	18	34	26	24	13	2	6	3	4	0	2	27	0	0	1	3
zASV9	4	0	20	127	61	948	414	533	2305	835	1	3	49	139	766	419	2178	807	1278	763	3	1	416	165	382	407	1261	619	2978	2878	15	0	515	317	344	11453	424	511	5681	2573
zASV90	0	0	1	4	1	2	7	9	10	12	0	0	12	18	2	2	4	20	5	7	1	2	102	126	45	36	115	94	139	0	1	49	37	43	0	350	76	51	58	3
zASV900	113	140	27	76	15	18	162	204	312	131	22	22	40	29	3	4	26	48	86	73	0	0	1	4	5	16	9	11	4	3	5	0	0	0	0	11	54	15	2	0
zASV901	42	35	1	3	1	4	7	12	8	5	3	0	1	0	0	2	2	1	0	0	22	6	19	23	14	19	41	29	9	5	4	8	5	2	3	41	2	2	5	3
zASV902	37	167	36	284	23	32	223	235	155	83	144	60	223	358	108	84	145	344	543	345	38	12	44	56	21	29	33	38	28	5	6	6	11	8	2	153	20	4	7	2
zASV903	21	0	3	40	2	10	41	56	41	24	35	12	15	16	35	34	24	74	47	28	0	0	0	3	3	3	2	5	7	1	1	1	7	1	1	45	0	1	8	4
zASV904	100	171	14	34	25	23	183	243	278	110	57	16	68	102	23	21	66	153	115	96	1	0	0	0	0	0	2	3	0	0	1	2	0	0	0	9	43	9	0	0
zASV905	124	115	16	37	19	18	190	245	53	39	331	220	23	39	31	14	40	75	60	55	5	0	0	1	1	0	3	3	0	0	4	1	0	0	1	11	9	12	0	0
zASV906	5	0	4	18	1	16	24	38	8	11	1	0	6	7	21	13	15	14	10	2	1	0	4	8	3	3	0	2	2	0	0	0	0	0	0	16	2	0	1	0
zASV907	53	0	6	15	4	3	16	13	7	5	255	124	12	16	30	26	18	48	22	11	10	0	25	13	8	5	25	30	10	1	3	5	8	5	0	23	14	8	17	5
zASV908	113	0	5	11	4	6	11	20	26	9	261	130	13	6	36	20	11	42	25	22	8	1	22	12	16	6	33	33	11	2	10	3	6	5	0	36	14	6	10	4
zASV909	12	0	6	15	0	0	0	4	23	6	61	29	6	11	0	0	2	1	14	6	1	0	0	0	2	1	2	2	3	0	0	0	0	0	0	0	3	2	0	0
zASV91	18	0	0	3	3	0	6	19	9	3	1	0	4	5	4	3	3	5	4	3	282	241	134	224	180	99	374	321	188	59	253	125	120	64	42	1196	197	157	210	61
zASV910	8	0	3	5	1	4	49	52	19	6	22	5	42	57	9	12	7	27	55	33	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0
zASV912	0	0	10	6	1	3	0	0	0	0	0	0	24	13	1	0	0	0	0	0	0	0	7	16	2	9	0	0	1	0	0	0	5	29	6	89	0	0	1	1
zASV913	0	0	1	11	5	2	8	28	20	11	0	0	34	48	8	7	40	87	35	25	2	0	0	0	1	2	5	1	1	0	0	0	1	2	0	2	1	1	2	0
zASV914	1	0	8	28	7	1	3	17	19	2	1	5	36	63	27	25	30	86	20	29	8	1	0	0	3	0	0	0	0	0	0	4	7	2	0	9	1	2	1	2
zASV915	53	90	24	37	13	8	179	233	68	44	57	26	106	135	28	36	59	134	70	71	2	1	1	2	2	2	2	1	0	0	0	0	0	1	1	11	1	4	1	0
zASV916	5	15	1	4	0	1	3	9	5	6	0	0	6	0	0	1	0	3	0	0	44	26	48	88	65	53	139	124	112	25	16	16	14	11	8	187	24	21	31	7
zASV917	130	78	85	212	29	28	348	478	281	158	72	21	335	428	62	40	95	155	403	333	1	0	2	4	1	2	22	11	10	3	0	0	1	0	0	6	7	1	0	1
zASV918	25	0	2	59	13	15	122	180	68	24	3	2	30	43	46	52	39	87	43	25	14	9	11	39	28	39	38	41	18	0	3	3	4	0	0	42	7	4	4	4
zASV92	2	0	0	11	0	1	1	0	1	3	23	17	0	5	5	8	0	2	5	4	1798	2477	7	17	3	5	0	0	5	46	203	42	0	0	87	214	0	0	48	23
zASV920	16	119	21	61	5	13	112	99	73	40	22	27	54	43	16	10	23	51	70	52	4	3	2	8	1	2	5	7	3	2	0	2	0	1	0	8	5	6	2	0
zASV921	14	0	7	32	3	2	40	32	34	15	1	4	21	17	7	2	12	12	28	25	0	0	1	3	4	0	1	1	1	0	1	0	0	0	0	4	1	2	0	0
zASV922	50	27	7	20	10	13	67	100	53	24	12	7	22	21	23	24	39	66	48	47	3	0	0	1	0	4	1	2	3	1	1	0	1	0	1	5	0	3	2	0
zASV924	22	110	16	80	18	29	130	193	107	35	13	9	85	117	71	82	69	167	71	57	8	0	3	1	0	9	2	2	1	1	0	0	0	1	0	3	1	2	0	0
zASV925	37	46	2	33	7	21	68	74	53	21	45	17	11	29	25	26	43	72	53	50	0	2	17	12	3	6	9	11	15	3	7	0	6	0	1	48	1	0	6	2
zASV926	0	0	10	28	8	5	0	0	1	0	1	2	42	28	0	1	0	0	5	2	0	1	12	27	8	16	0	0	8	1	4	0	37	92	6	229	0	0	5	7
zASV927	46	65	2	13	2	2	38	37	18	8	82	69	7	12	4	9	11	21	33	22	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
zASV928	18	0	9	9	6	4	22	35	32	11	7	3	30	45	3	6	18	17	20	13	7	6	12	13	21	9	58	46	17	7	12	5	12	6	8	91	14	7	11	2
zASV93	0	0	0	2	0	3	0	0	9	0	0	0	4	2	0	0	0	0	1	0	3	2	0	9	2	0	0	0	0	4	1	0	9	0	0	2687	0	0	3	9
zASV930	3	0	5	4	0	1	11	28	8	3	9	9	25	66	17	16	4	28	30	46	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
zASV931	0	109	10	45	3	10	35	34	18	16	10	5	15	39	34	36	24	39	26	7	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	4	0
zASV932	8	106	11	22	4	10	54	85	36	12	2	1	15	24	25	22	22	51	21	26	3	10	21	20	7	17	26	20	4	2	1	0	4	0	2	16	1	2	3	0
zASV933	53	51	15	38	10	11	72	89	34	14	58	43	20	31	29	23	75	123	69	54	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zASV934	68	22	31	93	12	15	198	263	188	97	32	2	123	146	22	15	58	73	191	142	3	6	2	7	12	3	31	24	14	6	14	10	18	3	2	57	10	13	11	4
zASV935	12	0	2	4	0	0	12	17	4	0	131	86	4	6	13	7	11	17	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zASV936	8	4	1	0	1	2	0	0	1	2	6	4	1	0	0	0	1	0	0	0	125	46	32	32	63	25	66	40	14	6	59	31	19	12	10	189	27	15	40	19
zASV937	0	0	0	3	0	1	2	1	2	1	0	0	1	2	0	0	0	2	1	2	55	57	17	72	35	23	70	74	50	25	14	22	22	11	3	310	16	11	69	21
zASV938	48	330	38	258	30	42	277	316	198	106	32	68	160	248	46	43	122	305	165	114	50	28	66	119	57	66	64	74	29	22	12	5	12	19	9	365	8	19	30	8
zASV939	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	7	4	32	11	1	20	17	9	3	14	1	18	5	1	60	23	11	37	12
zASV94	110	0	32	117	28	17	218	391	157	63	48	14	145	154	45	22	41	98	123	107	7	7	14	19	12	27	39	43	13	3	2	8	4	1	5	78	18	10	10	1
zASV940	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	14	5	10	24	19	3	15	9	7	4	7	3	2	9	2	76	8	2	10	1
zASV941	34	0	7	23	2	2	10	24	21	7	93	37	7	15	8	6	12	14	27	21	7	2	8	11	0	4	11	19	5	0	6	1	4	1	1	20	6	10	4	0
zASV942	1	0	6	20	3	7	0	0	2	0	0	0	36	28	2	1	1	0	0	3	0	7	12	21	3	16	0	0	8	0	2	0	38	78	14	191	0	0	3	6
zASV943	4	0	0	1	0	2	2	4	0	1	0	1	0	2	0	1	0	0	1	0	18	5	6	24	7	7	31	27	17	7	17	10	10	15	6	82	19	17	12	2
zASV944	50	59	1	1	0	2	7	12	5	4	4	0	0	1	0	1	0	5	5	0	30	15	27	39	30	47	48	35	11	5	9	4	3	0	1	41	4	5	9	2
zASV945	36	0	4	9	4	2	14	20	14	11	7	3	17	24	6	7	9	12	13	9	19	18	16	19	13	11	37	27	35	15	25	12	20	12	3	121	20	19	28	7
zASV946	11	0	2	15	5	2	30	50	16	8	1	2	11	15	8	5	13	29	26	9	3	7	8	21	9	9	9	16	5	2	0	0	2	0	0	10	0	2	1	0
zASV947	6	0	2	3	0	2	3	3	4	4	1	1	3	2	2	1	2	0	0	4	8	6	3	10	2	6	16	10	10	5	18	7	12	4	2	65	11	8	9	2
zASV948	20	0	0	15	5	0	7	19	6	3	1	1	16	20	8	2	4	12	7	12	5	19	3	10	6	5	25	12	15	9	7	6	8	6	3	86	8	22	13	6
zASV949	23	0	3	17	6	4	14	34	26	19	4	2	43	76	14	15	20	36	21	29	26	9	24	36	11	8	33	28	21	6	35	17	24	13	3	187	25	17	32	13
zASV95	3	0	6	18	4	3	10	17	26	17	0	2	10	18	5	2	15	37	6	4	400	418	344	1333	571	447	1289	1406	587	180	121	116	221	69	63	2540	244	167	444	148
zASV950	230	202	25	65	30	44	146	190	91	42	30	15	89	104	67	39	92	145	51	53	72	46	25	40	34	16	66	60	54	12	137	44	34	19	14	205	58	59	53	17
zASV951	0	3	0	4	2	1	1	3	2	9	0	0	3	7	2	1	3	9	1	4	194	93	46	88	87	40	113	103	98	32	31	66	74	46	18	563	122	64	111	34
zASV952	21	0	3	32	7	10	19	33	34	15	19	13	29	36	21	19	27	60	12	7	212	138	55	141	107	42	269	230	116	33	254	92	66	50	23	584	177	106	182	53
zASV953	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	21	1	1	1	1	9	7	5	3	60	24	29	12	6	68	31	14	28	12
zASV954	50	99	0	13	3	10	27	33	8	18	8	9	17	21	9	7	12	37	16	19	50	18	32	40	19	6	34	31	34	11	31	14	20	14	4	98	22	28	24	7
zASV955	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	9	3	9	8	2	4	16	6	4	2	3	0	0	2	42	10	6	5	1
zASV956	0	1	0	0	0	0	2	0	1	3	0	0	0	0	2	0	0	0	0	2	59	19	42	173	79	40	149	124	82	18	42	16	49	18	19	353	96	80	133	43
zASV957	0	0	0	0	0	1	1	2	0	0	3	0	0	1	0	5	0	9	0	1	12	8	10	23	15	9	26	27	14	3	7	3	10	4	7	75	19	8	14	2
zASV958	110	37	53	130	32	32	170	296	175	97	31	21	249	327	59	53	44	135	146	135	47	15	21	52	56	30	91	64	110	22	11	35	57	20	26	309	44	42	70	27
zASV959	20	0	0	14	3	3	11	22	16	9	3	1	20	14	9	3	2	7	2	2	45	26	11	29	35	14	43	54	28	13	37	24	31	21	4	207	32	17	30	5
zASV96	1244	333	385	1048	187	196	2937	4097	1651	854	484	148	1575	1830	298	259	634	1173	1250	1101	85	74	182	252	141	167	494	410	160	43	57	58	52	24	24	545	173	116	77	25
zASV960	45	6	0	1	0	2	2	9	3	1	0	2	3	4	0	0	6	2	3	1	77	9	22	20	10	6	93	50	24	4	44	8	9	3	1	58	26	29	21	3
zASV961	0	0	0	0	1	1	0	4	0	0	0	1	1	2	0	0	0	0	0	0	5	4	0	10	9	4	13	7	9	3	6	0	10	4	5	85	1	7	13	4
zASV962	88	433	13	49	20	16	45	96	44	21	30	44	104	82	84	48	36	65	42	31	73	50	83	132	79	58	151	157	89	24	89	61	57	42	29	546	59	60	72	24
zASV963	2	7	5	8	2	1	12	21	8	4	0	0	13	12	2	2	10	22	5	1	38	22	18	14	7	6	29	27	6	4	16	13	20	20	1	78	32	32	47	9
zASV964	1	0	0	3	1	0	7	7	8	4	0	0	5	6	2	1	2	4	2	0	13	10	9	8	1	1	17	15	11	4	7	3	7	5	0	34	12	14	19	2
zASV965	10	0	1	1	1	1	13	20	6	0	3	2	3	9	4	3	3	7	11	6	1	3	4	7	11	0	11	14	10	7	4	7	7	2	2	45	5	3	6	0
zASV966	0	0	0	3	0	0	0	1	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	4	87	0	0	0	0
zASV968	0	0	0	10	0	0	0	1	1	1	0	0	21	9	1	1	0	1	1	1	0	0	1	9	10	6	0	0	0	2	0	2	13	3	20	376	4	1	3	2
zASV969	0	0	0	1	0	0	0	0	1	0	0	0	9	0	0	2	0	1	0	2	0	0	0	2	4	3	0	0	0	2	0	0	76	448	1	868	1	0	0	2
zASV97	473	137	111	304	86	87	937	1290	399	257	423	153	740	1024	222	177	429	760	525	500	5	3	1	6	3	5	2	14	0	0	2	3	0	0	1	26	25	31	1	1
zASV970	26	12	0	1	0	1	3	10	0	2	764	431	1	0	2	4	6	6	6	2	2	0	8	9	6	7	25	30	4	1	18	0	6	2	0	29	13	8	6	2
zASV971	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	58	26	25	32	39	9	32	15	30	7	65	16	40	9	17	208	45	26	30	15
zASV972	2	1	0	2	1	0	2	1	1	0	0	1	1	0	1	0	0	2	0	0	108	68	27	45	40	7	65	58	50	17	44	54	55	26	10	252	75	67	76	25
zASV973	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	94	47	24	44	42	13	63	62	42	17	71	30	70	27	9	266	61	38	57	27
zASV974	0	0	0	0	0	1	47	53	0	0	0	0	0	0	0	0	56	343	0	0	0	0	0	0	0	0	193	74	0	0	1	0	1	0	0	3	424	288	0	0
zASV975	31	14	0	8	3	4	17	37	8	4	84	76	10	12	3	9	11	22	34	25	0	0	1	3	0	2	2	0	0	0	1	0	0	0	0	4	0	0	0	0
zASV976	0	1	36	91	4	6	23	54	149	142	3	1	82	99	10	3	56	86	144	91	0	0	0	1	2	1	31	5	2	0	0	1	0	0	0	17	10	17	8	1
zASV977	27	0	2	6	7	6	12	24	11	3	5	1	11	19	7	3	6	33	3	9	24	8	7	25	19	6	19	23	15	3	21	10	10	11	2	61	7	14	5	1
zASV979	60	0	2	11	8	13	60	108	27	5	64	36	10	5	16	26	22	38	16	7	2	0	1	1	0	5	8	4	1	2	5	0	0	0	0	0	1	2	0	1
zASV98	92	0	51	68	17	14	218	352	101	45	35	19	167	214	46	34	37	105	120	106	5	5	4	7	4	3	11	17	5	1	3	5	8	1	0	22	7	4	4	1
zASV980	39	0	12	64	25	31	21	67	66	30	9	7	72	121	51	53	35	101	50	33	40	26	42	70	36	31	56	58	42	25	52	34	29	17	14	253	55	16	42	17
zASV982	31	0	14	59	0	0	0	6	80	40	258	131	35	34	0	0	6	14	42	36	2	1	0	0	4	9	5	9	9	1	1	0	0	2	1	4	3	3	0	0
zASV983	9	13	2	12	6	6	185	243	49	34	21	17	21	32	46	46	52	139	55	46	0	0	2	2	2	0	2	1	3	1	0	2	0	0	0	10	3	3	0	0
zASV984	29	0	6	5	9	5	39	39	35	16	5	4	5	5	10	13	5	22	19	9	3	2	6	7	3	11	11	9	5	1	0	0	2	0	0	12	0	2	0	0
zASV985	7	0	2	18	9	10	30	43	24	7	0	0	10	20	30	29	9	48	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV986	21	0	3	30	7	9	31	40	31	13	12	10	24	29	17	21	16	39	32	36	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1
zASV988	19	0	8	29	32	22	109	182	126	68	3	0	20	27	13	4	16	35	6	3	0	0	0	3	2	6	4	0	0	0	0	0	1	0	0	2	0	0	0	0
zASV989	6	0	4	40	12	12	78	96	48	12	8	1	47	74	29	43	40	99	40	20	1	0	2	1	0	7	2	4	1	0	0	0	0	0	0	4	0	0	0	0
zASV99	242	0	62	168	50	36	598	833	298	147	137	56	421	514	91	82	154	248	329	291	10	8	8	16	17	13	35	31	19	4	14	11	7	2	7	97	30	30	13	2
zASV990	8	0	2	19	2	3	43	70	30	5	1	2	9	27	10	10	5	37	18	12	5	5	4	12	11	15	9	23	2	1	0	1	1	0	0	14	0	0	3	3
zASV991	14	1	3	4	4	2	5	21	6	6	6	1	12	13	6	8	7	16	4	6	12	13	10	22	16	7	33	40	14	7	13	7	2	5	9	80	6	3	10	6
zASV992	12	0	0	17	5	13	27	42	11	6	4	3	20	26	40	27	21	78	33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
zASV993	7	0	0	4	0	0	2	3	2	0	0	0	1	0	0	1	0	0	0	0	6	7	7	30	15	10	12	21	12	1	9	6	4	6	2	84	11	5	14	1
zASV994	13	0	2	12	4	6	14	25	12	7	2	3	8	11	14	9	4	12	1	1	23	10	13	29	22	11	31	25	12	9	22	4	7	7	10	102	11	7	12	3
zASV995	59	0	5	13	10	11	57	80	21	22	18	7	31	32	20	11	34	60	18	15	28	19	7	10	16	3	23	17	19	4	51	15	20	8	4	98	12	24	20	10
zASV997	16	0	7	26	11	3	71	111	36	21	41	14	49	57	17	13	41	63	23	34	3	1	0	0	0	1	4	1	0	0	0	0	0	0	1	5	0	2	1	0
zASV998	48	0	5	31	9	10	35	39	29	21	6	1	60	96	28	17	27	45	25	30	18	13	12	13	4	2	12	6	12	2	5	10	8	2	0	52	20	12	15	2
zASV999	51	73	18	44	25	51	436	499	67	37	269	91	9	16	96	49	38	96	10	6	0	0	9	3	6	9	32	20	9	5	19	0	1	2	1	41	17	23	12	2
